date,Wheat,Oats,Barley,Flax,Canola
01/01/2001,3.874101894,1.39462077,1.925321141,5.654084536,6.306335728
01/02/2001,3.895602003,1.402794485,1.920966688,5.653830522,6.533583714
01/03/2001,3.801709123,1.443817279,2.011103854,5.982523877,6.889288047
01/04/2001,3.901589375,1.440424416,2.055519268,5.966013005,7.050130634
01/05/2001,3.827291531,1.625026989,2.158502068,6.474547856,7.317385151
01/06/2001,3.76578489,1.470805959,2.190289571,6.498171103,7.392771609
01/07/2001,3.755443066,1.817032171,2.476812541,7.157843934,8.157250163
01/08/2001,4.422490747,1.774312945,2.513825386,7.385439951,8.690398432
01/09/2001,4.554212933,1.950587582,2.634879164,7.43598862,8.119693011
01/10/2001,4.559655998,2.381789581,2.71347703,7.33768543,7.94769214
01/11/2001,4.58387764,2.668949138,2.865229697,7.646057712,8.823481385
01/12/2001,4.648377966,2.891644305,2.862834749,7.68390571,8.470498585
01/01/2002,4.484541694,3.175256778,2.934465491,7.795417598,8.708632702
01/02/2002,4.636403222,3.315752136,2.899194426,7.872891689,9.009634226
01/03/2002,4.574896582,3.421085099,2.834095363,7.857650884,8.76660135
01/04/2002,4.623067712,3.474908238,2.782930546,7.662822597,8.591878946
01/05/2002,4.537067276,3.106474199,2.650555193,7.916073969,8.61963858
01/06/2002,4.584149793,3.228463033,2.765512737,8.172627515,8.895602003
01/07/2002,4.586054866,3.293698529,3.002830394,8.552885592,9.631504463
01/08/2002,5.33556499,3.051417291,3.280209014,9.091140012,10.25310255
01/09/2002,5.001905073,2.651830604,3.31896364,9.426183702,10.4945025
01/10/2002,4.897126061,2.900434903,3.375353799,9.604247104,10.85265622
01/11/2002,4.809220553,2.849233521,3.387981711,10.37162162,11.02438493
01/12/2002,4.814391465,2.898275809,3.334639669,10.18415972,10.71140867
01/01/2003,4.859841062,2.93883594,3.111473982,9.729983743,10.39298933
01/02/2003,4.866100588,3.03476142,3.13868931,10.21489535,10.47191378
01/03/2003,4.84051818,2.844761112,2.682560418,9.658859988,10.10559547
01/04/2003,4.796157196,2.525832022,2.885260179,9.185887015,9.707435228
01/05/2003,4.780100152,2.151383363,2.62704115,8.363137574,9.345743523
01/06/2003,4.854942304,2.020141266,2.383844981,8.187614306,9.164761594
01/07/2003,4.925702155,1.837543567,2.189418681,7.232269864,8.920912258
01/08/2003,5.410407141,1.693192684,1.993686044,7.535307864,8.613651208
01/09/2003,4.371598084,1.647389038,2.043326802,8.061115627,8.657467886
01/10/2003,4.388199434,1.618549705,2.03156978,8.110648242,9.073318093
01/11/2003,4.42194644,1.704759261,2.176355323,8.229780532,9.268996299
01/12/2003,4.492706292,1.685944295,2.140866536,8.127921154,9.441813629
01/01/2004,4.446984542,1.715246291,2.168299586,8.026315789,9.450250381
01/02/2004,4.531624211,1.817649055,2.1212715,8.285917496,9.72757457
01/03/2004,4.511212715,1.892292033,2.22839103,8.803088803,10.15050076
01/04/2004,4.453244067,1.935165479,2.514043109,9.576305629,10.27160897
01/05/2004,4.451611147,1.932543722,2.56063575,9.849878074,10.47191378
01/06/2004,4.425484433,1.863915363,2.569344655,10.42648852,10.41666667
01/07/2004,4.436098411,1.715554733,2.333551056,10.52910994,10.17390594
01/08/2004,5.700522534,1.550229789,2.042238189,9.548364154,9.648922273
01/09/2004,3.998203788,1.868079331,1.680600914,10.33224954,9.014805138
01/10/2004,3.441106031,1.797754542,1.635096887,9.750050803,7.995318964
01/11/2004,3.210047899,1.663119583,1.665578054,10.07264784,7.297517962
01/12/2004,3.0772371,1.689182937,1.663400827,9.975614712,7.227302417
01/01/2005,2.893261485,1.777397366,1.644241237,12.01610445,6.675647725
01/02/2005,3.002939255,1.754572654,1.573481385,12.79617964,6.576311779
01/03/2005,3.074243414,1.694426452,1.57391683,13.45407438,7.031352057
01/04/2005,3.040768561,1.626414978,1.610929676,14.28114204,7.11544742
01/05/2005,2.935445243,1.575367817,1.553450904,14.4772404,7.237916395
01/06/2005,2.979806227,1.588939268,1.617025909,12.69584434,7.509525365
01/07/2005,2.992325278,1.66867154,1.599172654,10.33428165,7.316840845
01/08/2005,3.598954931,1.563030135,1.487480949,7.858920951,6.935009798
01/09/2005,3.257674722,1.642145523,1.441541476,7.43446454,6.531950795
01/10/2005,3.275092532,1.713395639,1.514478554,7.282310506,6.768996299
01/11/2005,3.285434357,1.771845409,1.541258437,6.99451331,6.79648378
01/12/2005,3.142553886,1.859905617,1.612236011,6.586567771,6.707217505
01/01/2006,3.18773133,1.918046945,1.689745265,6.192592969,6.438602221
01/02/2006,3.196712388,1.920206039,1.594818202,5.989636253,6.373557588
01/03/2006,3.094927063,1.910181672,1.600914435,5.936039423,6.645983018
01/04/2006,3.104180274,1.849110145,1.624428478,5.99014428,6.750762029
01/05/2006,3.167047681,1.846179945,1.621380361,6.073968706,7.069997823
01/06/2006,3.185281951,1.890441381,1.597648596,5.997764682,7.234650555
01/07/2006,3.153440017,1.919743376,1.572610494,5.600995733,7.394404529
01/08/2006,4.043653386,1.711390765,1.580666231,5.660942898,7.386784237
01/09/2006,4.460592206,1.741618087,1.768343131,5.65586263,7.219409972
01/10/2006,4.566187677,1.91881805,2.155236229,5.897429384,7.707925103
01/11/2006,4.529719138,2.198266556,2.415414762,5.950264174,8.460428914
01/12/2006,4.435554104,2.36220351,2.512736773,6.252794148,8.987045504
01/01/2007,4.356629654,2.494525153,2.654256477,6.274385288,9.394186806
01/02/2007,4.399902025,2.626075692,2.788373612,6.915261126,9.579523187
01/03/2007,4.464130198,2.769809691,2.962333987,7.279262345,9.59966253
01/04/2007,4.302743305,2.83103544,3.097322012,7.256655151,9.526997605
01/05/2007,4.281515349,2.744517442,3.07554975,7.17689494,9.750435445
01/06/2007,4.386838668,2.892723852,3.204659264,7.541150173,9.929240148
01/07/2007,4.224363161,2.742358348,3.223601132,7.885592359,10.05306989
01/08/2007,8.785652079,2.32781222,3.174613542,8.083214794,10.13961463
01/09/2007,9.34057261,2.206902933,3.370563902,9.16023166,10.43898324
01/10/2007,9.226540388,2.223250362,3.319834531,11.11384881,10.45476813
01/11/2007,8.970444154,2.273526418,3.411713477,12.01966064,10.7187568
01/12/2007,8.715436534,2.351253817,3.442412367,12.33768543,11.12072719
01/01/2008,8.675974309,2.464606274,3.85216634,13.22622434,12.41590464
01/02/2008,8.708088395,2.650134172,3.716960592,15.78337736,13.74237971
01/03/2008,8.445460483,2.803738318,5.29153059,17.35470433,14.65490965
01/04/2008,8.324080122,3.060516332,4.166557805,16.70595407,15.14206401
01/05/2008,8.320542129,3.19052466,4.421293272,16.91754725,15.64445896
01/06/2008,8.356194209,3.324388514,4.400827346,18.03342817,16.16835402
01/07/2008,8.355377749,3.255451713,4.376442412,19.26005893,16.11773351
01/08/2008,7.550892663,2.953332716,3.890485521,18.15662467,14.51665578
01/09/2008,6.641900718,2.960735326,3.386893098,15.74883154,12.99912911
01/10/2008,6.688166776,2.91647389,3.246026562,14.24456411,12.84318528
01/11/2008,6.670204659,2.784460689,3.271500109,12.96509856,12.7370455
01/12/2008,6.639995646,2.494216711,3.334204224,12.19874009,12.16878946
01/01/2009,6.586109297,2.548194072,3.203135206,11.87487299,11.81798389
01/02/2009,6.512900065,2.122081367,2.917918572,11.8598862,12.04033312
01/03/2009,6.543109079,1.974646063,2.761158284,11.70925625,11.74341389
01/04/2009,6.419823645,1.871472194,2.745482256,11.14458443,11.85037013
01/05/2009,6.440779447,1.965084359,2.705203571,11.27209917,12.13912476
01/06/2009,6.499836708,2.074118627,2.818854779,11.69782565,12.29833442
01/07/2009,6.498475942,2.008266247,2.854996734,10.92537086,12.14021337
01/08/2009,5.552471152,2.121156041,2.669061616,10.35638082,12.25642282
01/09/2009,4.496244285,2.162795719,2.435880688,9.999745987,11.10004354
01/10/2009,4.464130198,2.20937047,2.35793599,9.384017476,10.74188983
01/11/2009,4.441269323,2.194565251,2.455475724,9.043385491,10.57288265
01/12/2009,4.386294361,2.239443571,2.479860658,8.98750254,10.6599717
01/01/2010,4.320161115,2.196724345,2.492053124,8.971753709,10.55764206
01/02/2010,4.322610494,2.001017859,2.42521228,8.791404186,10.26888744
01/03/2010,4.286686262,1.955059992,2.396255171,8.508941272,10.41802743
01/04/2010,4.295395167,1.597267203,2.346832136,8.48049177,10.03156978
01/05/2010,4.265458306,1.691033589,2.330938384,8.403525706,10.72066188
01/06/2010,4.321794034,2.0042565,2.365120836,8.865830116,10.79876987
01/07/2010,4.336490311,2.136269702,2.442847812,10.99674863,11.22360113
01/08/2010,5.72011757,2.213534438,2.563466144,12.09205446,11.93718702
01/09/2010,6.564337035,2.517041424,2.700631396,12.4166836,12.07625735
01/10/2010,6.772262138,2.649517288,2.713694753,13.37101199,12.24934683
01/11/2010,6.722730242,2.843218901,3.060962334,14.39494005,12.61811452
01/12/2010,6.768996299,2.983097375,3.204006096,14.77926235,13.46940997
01/01/2011,6.79321794,3.246506894,3.442630089,14.74979679,14.03467233
01/02/2011,6.850370128,3.302026464,3.444154148,15.20244869,13.15262356
01/03/2011,6.721641629,3.186669134,3.555410407,14.43583621,14.71614413
01/04/2011,6.625571522,3.206255205,3.684955367,14.24634221,15.09988025
01/05/2011,6.648432397,3.069923815,3.708687133,13.9544808,15.14315262
01/06/2011,6.780154583,3.191912649,3.788591335,14.39265393,15.71086436
01/07/2011,6.875680383,3.07670954,3.754626606,14.128734,15.552199
01/08/2011,6.808730677,2.995126615,3.5697801,13.51275147,14.93386675
01/09/2011,6.904800784,3.049875081,3.774221642,13.50487706,14.44752885
01/10/2011,6.754844328,3.058974122,3.966906162,13.8958037,14.17945787
01/11/2011,6.689799695,3.034452978,4.128238624,14.06497663,14.22898977
01/12/2011,6.637274113,3.027975695,4.185935119,13.58666938,14.10652079
01/01/2012,6.578216852,3.016100675,4.206401045,13.48760415,14.15959068
01/02/2012,6.571685173,2.947780759,4.100587851,13.32020931,14.59939038
01/03/2012,6.565425648,2.933746646,4.184193338,13.5701585,15.22588722
01/04/2012,6.578216852,2.923259616,4.284128021,14.07818533,15.52198998
01/05/2012,6.581210538,2.95533759,4.477901154,14.31390977,15.94273895
01/06/2012,6.643261485,2.943462571,4.419116046,13.89859785,16.17352493
01/07/2012,6.555355976,3.072854014,4.624646201,13.45864662,16.39941215
01/08/2012,7.138308295,3.073316677,4.797082517,12.78652713,16.03363815
01/09/2012,7.553342042,3.111563493,4.603309384,13.92120504,15.53314827
01/10/2012,7.600424559,3.198852596,5.060309166,14.18690307,15.4939582
01/11/2012,7.827400392,3.291539434,5.31395602,14.17496444,15.697801
01/12/2012,7.902514696,3.351377194,5.350968866,14.41805527,16.01377096
01/01/2013,7.923742652,3.480922859,5.406923579,14.50416582,16.25217723
01/02/2013,7.6910516,3.444064033,5.480731548,14.72795164,17.18593512
01/03/2013,7.758001306,3.563276888,5.607663836,15.21006909,17.39413238
01/04/2013,7.697583279,3.677708892,5.679730024,16.20935785,17.42515785
01/05/2013,7.700032658,3.678479998,5.513825386,16.27667141,17.73078598
01/06/2013,7.491835402,3.819746461,5.631395602,16.17481203,17.6077727
01/07/2013,7.21178968,3.629283489,5.228173307,15.48364154,16.78233181
01/08/2013,6.767091226,3.325776503,4.603962552,14.28901646,15.30644459
01/09/2013,6.287829305,3.103543999,4.585238406,13.96565739,13.74618985
01/10/2013,6.369475288,3.053576386,4.256477248,13.64179029,13.46070107
01/11/2013,6.233670803,2.963202862,4.374265186,13.60140215,13.47893534
01/12/2013,6.061397779,2.96890904,4.094491618,13.76295468,13.23862399
01/01/2014,5.827618115,2.886555011,3.964946658,13.95778297,13.12595254
01/02/2014,5.715763118,2.902748219,4.029174831,13.72561471,12.27683431
01/03/2014,5.624863923,2.911384596,3.744611365,13.67659012,11.93936425
